"member_casual","duration_bucket","start_day_of_week","start_hour","total_rides","avg_duration"
"member","<5 min","Monday",0,889,3.03762830891411
"member","<5 min","Monday",1,566,3.00433551231739
"member","<5 min","Monday",2,278,3.04192086320987
"member","<5 min","Monday",3,247,3.15738299604048
"member","<5 min","Monday",4,439,3.20214996204832
"member","<5 min","Monday",5,1756,3.29325148064527
"member","<5 min","Monday",6,4862,3.29140623889881
"member","<5 min","Monday",7,7487,3.31989593961976
"member","<5 min","Monday",8,8863,3.29995374220061
"member","<5 min","Monday",9,6094,3.24184811562903
"member","<5 min","Monday",10,4826,3.20037308328388
"member","<5 min","Monday",11,6345,3.19936531914793
"member","<5 min","Monday",12,7511,3.22158663737834
"member","<5 min","Monday",13,7107,3.18718926411823
"member","<5 min","Monday",14,6644,3.24298498147275
"member","<5 min","Monday",15,7611,3.26815509133399
"member","<5 min","Monday",16,10172,3.28878641039512
"member","<5 min","Monday",17,12154,3.30229252235959
"member","<5 min","Monday",18,10274,3.25631376450673
"member","<5 min","Monday",19,7400,3.23781821168597
"member","<5 min","Monday",20,5106,3.24023909454153
"member","<5 min","Monday",21,3731,3.2205980970107
"member","<5 min","Monday",22,2239,3.1817204332483
"member","<5 min","Monday",23,1317,3.08016981775626
"member","<5 min","Tuesday",0,707,3.02231152757391
"member","<5 min","Tuesday",1,379,3.16382713275933
"member","<5 min","Tuesday",2,199,2.95873207678547
"member","<5 min","Tuesday",3,165,3.05730828273176
"member","<5 min","Tuesday",4,363,3.20995913684861
"member","<5 min","Tuesday",5,1986,3.26546748911586
"member","<5 min","Tuesday",6,5433,3.31431990309547
"member","<5 min","Tuesday",7,9021,3.29036989619135
"member","<5 min","Tuesday",8,10463,3.29989741309633
"member","<5 min","Tuesday",9,6402,3.2661658231683
"member","<5 min","Tuesday",10,4667,3.21725494961476
"member","<5 min","Tuesday",11,5761,3.20808541635352
"member","<5 min","Tuesday",12,7089,3.22500093570015
"member","<5 min","Tuesday",13,6630,3.2222652789814
"member","<5 min","Tuesday",14,6040,3.22503224342206
"member","<5 min","Tuesday",15,7551,3.27498776982995
"member","<5 min","Tuesday",16,10606,3.26037775790776
"member","<5 min","Tuesday",17,12308,3.29256229960361
"member","<5 min","Tuesday",18,9954,3.24699254905568
"member","<5 min","Tuesday",19,7116,3.2422132892836
"member","<5 min","Tuesday",20,4906,3.18519884495409
"member","<5 min","Tuesday",21,3676,3.19799796879659
"member","<5 min","Tuesday",22,2550,3.12788516338355
"member","<5 min","Tuesday",23,1561,3.06907687386004
"member","<5 min","Wednesday",0,808,3.02330651820788
"member","<5 min","Wednesday",1,418,2.93678628387824
"member","<5 min","Wednesday",2,226,2.97930287604487
"member","<5 min","Wednesday",3,222,2.99893633633763
"member","<5 min","Wednesday",4,385,3.10113428569975
"member","<5 min","Wednesday",5,1854,3.27244169368713
"member","<5 min","Wednesday",6,5260,3.30303891949781
"member","<5 min","Wednesday",7,8674,3.29104498307927
"member","<5 min","Wednesday",8,10442,3.26509698971527
"member","<5 min","Wednesday",9,6683,3.22561021992747
"member","<5 min","Wednesday",10,4924,3.22680476918603
"member","<5 min","Wednesday",11,6147,3.22609986984499
"member","<5 min","Wednesday",12,7607,3.20436177646125
"member","<5 min","Wednesday",13,7045,3.26094432458828
"member","<5 min","Wednesday",14,6796,3.22735164803642
"member","<5 min","Wednesday",15,7843,3.242962824589
"member","<5 min","Wednesday",16,10892,3.20772187384898
"member","<5 min","Wednesday",17,12321,3.22350753049161
"member","<5 min","Wednesday",18,9991,3.22149787642865
"member","<5 min","Wednesday",19,7397,3.20178152626124
"member","<5 min","Wednesday",20,5285,3.19622035641206
"member","<5 min","Wednesday",21,3938,3.14839602590959
"member","<5 min","Wednesday",22,2785,3.09686681032038
"member","<5 min","Wednesday",23,1666,3.14806221491005
"member","<5 min","Thursday",0,944,3.13361101688049
"member","<5 min","Thursday",1,463,3.08001490285536
"member","<5 min","Thursday",2,292,2.99424149530119
"member","<5 min","Thursday",3,175,2.99987076205299
"member","<5 min","Thursday",4,347,3.14542022083495
"member","<5 min","Thursday",5,1669,3.26544656481885
"member","<5 min","Thursday",6,4744,3.32230314080252
"member","<5 min","Thursday",7,8155,3.29330909052047
"member","<5 min","Thursday",8,9795,3.27443102092347
"member","<5 min","Thursday",9,6441,3.26066622680705
"member","<5 min","Thursday",10,4684,3.20824537078285
"member","<5 min","Thursday",11,5795,3.20037802995811
"member","<5 min","Thursday",12,6913,3.22770228792257
"member","<5 min","Thursday",13,6919,3.19338260583349
"member","<5 min","Thursday",14,6167,3.24999324902542
"member","<5 min","Thursday",15,7523,3.22901338120389
"member","<5 min","Thursday",16,10031,3.29088892931636
"member","<5 min","Thursday",17,11739,3.25745698245092
"member","<5 min","Thursday",18,9420,3.24402782910484
"member","<5 min","Thursday",19,6923,3.2198487649885
"member","<5 min","Thursday",20,4916,3.23683463182348
"member","<5 min","Thursday",21,3823,3.14300396723676
"member","<5 min","Thursday",22,3019,3.20765054101934
"member","<5 min","Thursday",23,1943,3.18310328524852
"member","<5 min","Friday",0,1258,3.1579737678494
"member","<5 min","Friday",1,720,3.13258631940793
"member","<5 min","Friday",2,399,3.19992105261724
"member","<5 min","Friday",3,292,3.04320422357892
"member","<5 min","Friday",4,390,3.19522846155696
"member","<5 min","Friday",5,1493,3.26494861570792
"member","<5 min","Friday",6,4099,3.28965139873553
"member","<5 min","Friday",7,6186,3.31817826273267
"member","<5 min","Friday",8,7456,3.26631392613426
"member","<5 min","Friday",9,5887,3.25056307115018
"member","<5 min","Friday",10,5043,3.20179015796729
"member","<5 min","Friday",11,6491,3.19977613619747
"member","<5 min","Friday",12,7525,3.20426123587766
"member","<5 min","Friday",13,7569,3.25314738407062
"member","<5 min","Friday",14,7172,3.25517372188293
"member","<5 min","Friday",15,8273,3.22230933959019
"member","<5 min","Friday",16,9467,3.26405322170733
"member","<5 min","Friday",17,9895,3.2267382179725
"member","<5 min","Friday",18,8378,3.21147333098651
"member","<5 min","Friday",19,6322,3.17660417853623
"member","<5 min","Friday",20,4477,3.14003539201748
"member","<5 min","Friday",21,3503,3.16952256639674
"member","<5 min","Friday",22,2865,3.10068534611269
"member","<5 min","Friday",23,2489,3.10939826574992
"member","<5 min","Saturday",0,2084,3.06372222491395
"member","<5 min","Saturday",1,1521,3.03287513693409
"member","<5 min","Saturday",2,917,2.99946257718387
"member","<5 min","Saturday",3,517,2.8903692779043
"member","<5 min","Saturday",4,393,2.99696912630015
"member","<5 min","Saturday",5,514,2.94649503894353
"member","<5 min","Saturday",6,1317,3.15659981016206
"member","<5 min","Saturday",7,2618,3.11087249809772
"member","<5 min","Saturday",8,4098,3.17858439890547
"member","<5 min","Saturday",9,5642,3.22274986411203
"member","<5 min","Saturday",10,6320,3.21533893456879
"member","<5 min","Saturday",11,6462,3.2154224517876
"member","<5 min","Saturday",12,6744,3.1801457518219
"member","<5 min","Saturday",13,6633,3.15886576463484
"member","<5 min","Saturday",14,6604,3.17593147840532
"member","<5 min","Saturday",15,6452,3.1100441749239
"member","<5 min","Saturday",16,6370,3.12658245685898
"member","<5 min","Saturday",17,6043,3.14298565558429
"member","<5 min","Saturday",18,5664,3.12290215690369
"member","<5 min","Saturday",19,4830,3.10612960314652
"member","<5 min","Saturday",20,3700,3.14425068019102
"member","<5 min","Saturday",21,3292,3.08634039089838
"member","<5 min","Saturday",22,2894,3.03669177613152
"member","<5 min","Saturday",23,2371,3.13558603956715
"member","<5 min","Sunday",0,1998,3.07021553221248
"member","<5 min","Sunday",1,1427,3.11127133855082
"member","<5 min","Sunday",2,883,3.08109782935989
"member","<5 min","Sunday",3,568,2.99813036978804
"member","<5 min","Sunday",4,409,3.07325994303874
"member","<5 min","Sunday",5,485,2.91829340210485
"member","<5 min","Sunday",6,1076,3.06129645290871
"member","<5 min","Sunday",7,1933,3.0118455681786
"member","<5 min","Sunday",8,3211,3.16840171808891
"member","<5 min","Sunday",9,4765,3.22513830008395
"member","<5 min","Sunday",10,5701,3.22698203528728
"member","<5 min","Sunday",11,5881,3.1996777475789
"member","<5 min","Sunday",12,6157,3.15793763734467
"member","<5 min","Sunday",13,5987,3.15315823173027
"member","<5 min","Sunday",14,6021,3.16299873497084
"member","<5 min","Sunday",15,6029,3.16167753360399
"member","<5 min","Sunday",16,6235,3.18257436250563
"member","<5 min","Sunday",17,5810,3.16896956969593
"member","<5 min","Sunday",18,5568,3.15643736527755
"member","<5 min","Sunday",19,4832,3.1519229270082
"member","<5 min","Sunday",20,3513,3.16572297184978
"member","<5 min","Sunday",21,2740,3.19771854017048
"member","<5 min","Sunday",22,2089,3.1536501835118
"member","<5 min","Sunday",23,1372,3.06412906940987
"member","5–10 min","Monday",0,910,7.24293620876777
"member","5–10 min","Monday",1,588,7.04247108852647
"member","5–10 min","Monday",2,317,7.17315904311953
"member","5–10 min","Monday",3,225,7.25187970396324
"member","5–10 min","Monday",4,288,7.25432256951376
"member","5–10 min","Monday",5,1779,7.27070851604523
"member","5–10 min","Monday",6,6048,7.22769808475999
"member","5–10 min","Monday",7,10598,7.29224610617605
"member","5–10 min","Monday",8,13147,7.29900792830222
"member","5–10 min","Monday",9,7537,7.24416443100497
"member","5–10 min","Monday",10,5619,7.20025456189162
"member","5–10 min","Monday",11,6725,7.18736264187282
"member","5–10 min","Monday",12,7896,7.17473155398882
"member","5–10 min","Monday",13,7950,7.17536989097475
"member","5–10 min","Monday",14,7869,7.20616438557132
"member","5–10 min","Monday",15,10444,7.27481964286581
"member","5–10 min","Monday",16,15596,7.35123602097499
"member","5–10 min","Monday",17,19191,7.34780234140964
"member","5–10 min","Monday",18,15018,7.3315294158156
"member","5–10 min","Monday",19,10199,7.31011285910198
"member","5–10 min","Monday",20,6850,7.28930220683126
"member","5–10 min","Monday",21,4645,7.31359969858119
"member","5–10 min","Monday",22,2709,7.26280676753843
"member","5–10 min","Monday",23,1350,7.1789848271888
"member","5–10 min","Tuesday",0,594,7.23427081932256
"member","5–10 min","Tuesday",1,343,7.14702283754525
"member","5–10 min","Tuesday",2,194,7.1086338489326
"member","5–10 min","Tuesday",3,127,7.26000170616966
"member","5–10 min","Tuesday",4,331,7.08461329309122
"member","5–10 min","Tuesday",5,2189,7.2402384651221
"member","5–10 min","Tuesday",6,6895,7.28458108773288
"member","5–10 min","Tuesday",7,13116,7.34914276580737
"member","5–10 min","Tuesday",8,15581,7.3358715508169
"member","5–10 min","Tuesday",9,8276,7.19306801398998
"member","5–10 min","Tuesday",10,5563,7.22092587932274
"member","5–10 min","Tuesday",11,6298,7.16035155607075
"member","5–10 min","Tuesday",12,7474,7.14692289271806
"member","5–10 min","Tuesday",13,7406,7.18884281438867
"member","5–10 min","Tuesday",14,7114,7.20456526331173
"member","5–10 min","Tuesday",15,10542,7.28965833175871
"member","5–10 min","Tuesday",16,17059,7.37606397990356
"member","5–10 min","Tuesday",17,19824,7.37324717259949
"member","5–10 min","Tuesday",18,14487,7.33611368813338
"member","5–10 min","Tuesday",19,9849,7.28772116964649
"member","5–10 min","Tuesday",20,6603,7.30914369224268
"member","5–10 min","Tuesday",21,5226,7.31411109200651
"member","5–10 min","Tuesday",22,3134,7.30490654112303
"member","5–10 min","Tuesday",23,1672,7.1597070972101
"member","5–10 min","Wednesday",0,716,7.13323265823572
"member","5–10 min","Wednesday",1,397,7.10108711158999
"member","5–10 min","Wednesday",2,201,7.10385721403963
"member","5–10 min","Wednesday",3,169,7.10694556200998
"member","5–10 min","Wednesday",4,280,7.08531470247677
"member","5–10 min","Wednesday",5,2068,7.29283089138169
"member","5–10 min","Wednesday",6,6687,7.23201095407146
"member","5–10 min","Wednesday",7,12839,7.30006718331942
"member","5–10 min","Wednesday",8,15858,7.32974545340568
"member","5–10 min","Wednesday",9,8666,7.2636761616185
"member","5–10 min","Wednesday",10,5878,7.20220123342515
"member","5–10 min","Wednesday",11,6934,7.21008105955265
"member","5–10 min","Wednesday",12,8129,7.17280341986728
"member","5–10 min","Wednesday",13,7905,7.19952366645543
"member","5–10 min","Wednesday",14,7994,7.21841681054024
"member","5–10 min","Wednesday",15,11148,7.30069282382545
"member","5–10 min","Wednesday",16,17482,7.34864054551497
"member","5–10 min","Wednesday",17,20503,7.37321168446444
"member","5–10 min","Wednesday",18,15120,7.34404462962423
"member","5–10 min","Wednesday",19,10651,7.32182451883429
"member","5–10 min","Wednesday",20,7423,7.33064043966567
"member","5–10 min","Wednesday",21,5639,7.34777098777285
"member","5–10 min","Wednesday",22,3608,7.33344466923147
"member","5–10 min","Wednesday",23,1931,7.27485235635221
"member","5–10 min","Thursday",0,904,7.18952168143604
"member","5–10 min","Thursday",1,460,7.09855547093827
"member","5–10 min","Thursday",2,243,7.23670260631498
"member","5–10 min","Thursday",3,164,7.21516463419771
"member","5–10 min","Thursday",4,289,7.12284907715818
"member","5–10 min","Thursday",5,1894,7.22773287573233
"member","5–10 min","Thursday",6,6048,7.27412751598622
"member","5–10 min","Thursday",7,11473,7.33334925041439
"member","5–10 min","Thursday",8,14375,7.31234916986217
"member","5–10 min","Thursday",9,8244,7.22316010432945
"member","5–10 min","Thursday",10,5519,7.23068146403734
"member","5–10 min","Thursday",11,6532,7.20684178659967
"member","5–10 min","Thursday",12,7999,7.1812690315373
"member","5–10 min","Thursday",13,7836,7.18259786245915
"member","5–10 min","Thursday",14,7511,7.18639993786796
"member","5–10 min","Thursday",15,10414,7.28996720758285
"member","5–10 min","Thursday",16,15896,7.35735394544593
"member","5–10 min","Thursday",17,19060,7.37590133700141
"member","5–10 min","Thursday",18,14216,7.31740436362848
"member","5–10 min","Thursday",19,9691,7.34546341621744
"member","5–10 min","Thursday",20,6866,7.30584984951511
"member","5–10 min","Thursday",21,5691,7.33269553685072
"member","5–10 min","Thursday",22,3992,7.31740071809065
"member","5–10 min","Thursday",23,2285,7.27444028447789
"member","5–10 min","Friday",0,1324,7.23922613283839
"member","5–10 min","Friday",1,685,7.17968627740577
"member","5–10 min","Friday",2,355,6.98510431928814
"member","5–10 min","Friday",3,240,7.08470562520954
"member","5–10 min","Friday",4,308,7.07994583332951
"member","5–10 min","Friday",5,1643,7.23922870764023
"member","5–10 min","Friday",6,5009,7.29636236774142
"member","5–10 min","Friday",7,8820,7.30806689341277
"member","5–10 min","Friday",8,10199,7.27896211557023
"member","5–10 min","Friday",9,7276,7.23168704644356
"member","5–10 min","Friday",10,6199,7.20225917891661
"member","5–10 min","Friday",11,7615,7.21851539944893
"member","5–10 min","Friday",12,8969,7.20402405137454
"member","5–10 min","Friday",13,9223,7.20024304817477
"member","5–10 min","Friday",14,8801,7.27161729728092
"member","5–10 min","Friday",15,11453,7.30720313455635
"member","5–10 min","Friday",16,14105,7.31622221079107
"member","5–10 min","Friday",17,15064,7.34054027814863
"member","5–10 min","Friday",18,12264,7.33811754866783
"member","5–10 min","Friday",19,9023,7.31668457458041
"member","5–10 min","Friday",20,6236,7.32670927675509
"member","5–10 min","Friday",21,4882,7.33486242664816
"member","5–10 min","Friday",22,3979,7.32106483623172
"member","5–10 min","Friday",23,3087,7.28006321133992
"member","5–10 min","Saturday",0,2340,7.32602753562296
"member","5–10 min","Saturday",1,1672,7.27787306616038
"member","5–10 min","Saturday",2,883,7.28675000000198
"member","5–10 min","Saturday",3,525,7.05901288891596
"member","5–10 min","Saturday",4,345,7.26587202894515
"member","5–10 min","Saturday",5,616,7.2644527056194
"member","5–10 min","Saturday",6,1574,7.27547446001338
"member","5–10 min","Saturday",7,3006,7.32093685965603
"member","5–10 min","Saturday",8,5187,7.32734521562233
"member","5–10 min","Saturday",9,7465,7.29520634291347
"member","5–10 min","Saturday",10,8961,7.3159780735053
"member","5–10 min","Saturday",11,9576,7.30662525411736
"member","5–10 min","Saturday",12,9983,7.31614298639347
"member","5–10 min","Saturday",13,10082,7.34621359022145
"member","5–10 min","Saturday",14,9553,7.37188688718564
"member","5–10 min","Saturday",15,9402,7.35914165248881
"member","5–10 min","Saturday",16,9596,7.37557164442006
"member","5–10 min","Saturday",17,8885,7.36079831360831
"member","5–10 min","Saturday",18,8353,7.35523543635762
"member","5–10 min","Saturday",19,6727,7.33484143746229
"member","5–10 min","Saturday",20,5226,7.32707379448093
"member","5–10 min","Saturday",21,4334,7.35253087989075
"member","5–10 min","Saturday",22,3970,7.33306057091724
"member","5–10 min","Saturday",23,3132,7.3512208758757
"member","5–10 min","Sunday",0,2474,7.30299182164319
"member","5–10 min","Sunday",1,1760,7.3116369697429
"member","5–10 min","Sunday",2,1031,7.26956243115723
"member","5–10 min","Sunday",3,532,7.26541500621123
"member","5–10 min","Sunday",4,390,7.21029025644319
"member","5–10 min","Sunday",5,543,7.27366860029228
"member","5–10 min","Sunday",6,1112,7.31360855814364
"member","5–10 min","Sunday",7,2029,7.24578501725992
"member","5–10 min","Sunday",8,3579,7.26075648224597
"member","5–10 min","Sunday",9,5608,7.25379629994623
"member","5–10 min","Sunday",10,7409,7.26545222253459
"member","5–10 min","Sunday",11,8421,7.32999329850834
"member","5–10 min","Sunday",12,9035,7.35317363953727
"member","5–10 min","Sunday",13,8953,7.35136826949684
"member","5–10 min","Sunday",14,8709,7.33441012171355
"member","5–10 min","Sunday",15,9000,7.3607287166856
"member","5–10 min","Sunday",16,8986,7.33139971436215
"member","5–10 min","Sunday",17,8454,7.34529840115088
"member","5–10 min","Sunday",18,7684,7.30871628056265
"member","5–10 min","Sunday",19,6309,7.26910016114533
"member","5–10 min","Sunday",20,4534,7.28377891121551
"member","5–10 min","Sunday",21,3546,7.28882094850933
"member","5–10 min","Sunday",22,2425,7.28150982132482
"member","5–10 min","Sunday",23,1457,7.2892864905487
"member","10–15 min","Monday",0,472,12.2220586509859
"member","10–15 min","Monday",1,240,11.9389035416146
"member","10–15 min","Monday",2,136,12.0640741421019
"member","10–15 min","Monday",3,151,12.2433493377884
"member","10–15 min","Monday",4,217,12.0198052995765
"member","10–15 min","Monday",5,809,12.2160256283933
"member","10–15 min","Monday",6,2991,12.1047265852652
"member","10–15 min","Monday",7,5741,12.1883501102927
"member","10–15 min","Monday",8,7470,12.2177378737176
"member","10–15 min","Monday",9,3672,12.1517752042534
"member","10–15 min","Monday",10,2652,12.1598355832308
"member","10–15 min","Monday",11,3144,12.2103246872346
"member","10–15 min","Monday",12,3383,12.1826296039116
"member","10–15 min","Monday",13,3635,12.1820739018802
"member","10–15 min","Monday",14,4071,12.1919682756002
"member","10–15 min","Monday",15,5569,12.2047000837945
"member","10–15 min","Monday",16,9236,12.2079380305402
"member","10–15 min","Monday",17,11858,12.2313768201663
"member","10–15 min","Monday",18,8618,12.2301880966439
"member","10–15 min","Monday",19,5520,12.2360553291282
"member","10–15 min","Monday",20,3675,12.2181122086356
"member","10–15 min","Monday",21,2586,12.2231101701204
"member","10–15 min","Monday",22,1331,12.2203805158648
"member","10–15 min","Monday",23,691,12.2227651712633
"member","10–15 min","Tuesday",0,301,12.2623405871333
"member","10–15 min","Tuesday",1,181,12.2551797422037
"member","10–15 min","Tuesday",2,77,12.4928790043959
"member","10–15 min","Tuesday",3,87,12.0547578545822
"member","10–15 min","Tuesday",4,161,12.2766867495225
"member","10–15 min","Tuesday",5,931,12.0376535088838
"member","10–15 min","Tuesday",6,3536,12.1019188866469
"member","10–15 min","Tuesday",7,7468,12.2134754217798
"member","10–15 min","Tuesday",8,8962,12.2484325057484
"member","10–15 min","Tuesday",9,3925,12.1670757919471
"member","10–15 min","Tuesday",10,2472,12.1990691478247
"member","10–15 min","Tuesday",11,2819,12.1452210003537
"member","10–15 min","Tuesday",12,3325,12.1689987518829
"member","10–15 min","Tuesday",13,3425,12.1534107445151
"member","10–15 min","Tuesday",14,3647,12.2430504386511
"member","10–15 min","Tuesday",15,5727,12.1838041586639
"member","10–15 min","Tuesday",16,10283,12.2559002398714
"member","10–15 min","Tuesday",17,12452,12.2580192485708
"member","10–15 min","Tuesday",18,8820,12.2371005933373
"member","10–15 min","Tuesday",19,5528,12.2486106880236
"member","10–15 min","Tuesday",20,3682,12.1876328671289
"member","10–15 min","Tuesday",21,2957,12.224713673758
"member","10–15 min","Tuesday",22,1894,12.204054065516
"member","10–15 min","Tuesday",23,868,12.2366941243364
"member","10–15 min","Wednesday",0,355,12.1538660562654
"member","10–15 min","Wednesday",1,154,12.3708928571635
"member","10–15 min","Wednesday",2,73,12.3321495431743
"member","10–15 min","Wednesday",3,85,12.0369809802373
"member","10–15 min","Wednesday",4,131,12.149435878073
"member","10–15 min","Wednesday",5,947,12.02788373808
"member","10–15 min","Wednesday",6,3477,12.15486219443
"member","10–15 min","Wednesday",7,7199,12.2100022734688
"member","10–15 min","Wednesday",8,9239,12.1977330573474
"member","10–15 min","Wednesday",9,4362,12.2045990868016
"member","10–15 min","Wednesday",10,2896,12.1831450909541
"member","10–15 min","Wednesday",11,3202,12.1866201644288
"member","10–15 min","Wednesday",12,3755,12.1840666755623
"member","10–15 min","Wednesday",13,3878,12.2068648487253
"member","10–15 min","Wednesday",14,4130,12.2063979822527
"member","10–15 min","Wednesday",15,6176,12.1967808290261
"member","10–15 min","Wednesday",16,10933,12.2688720707745
"member","10–15 min","Wednesday",17,13345,12.2612396778018
"member","10–15 min","Wednesday",18,9335,12.2750073629727
"member","10–15 min","Wednesday",19,6277,12.2477909484315
"member","10–15 min","Wednesday",20,4546,12.2907720632996
"member","10–15 min","Wednesday",21,3470,12.2099421085599
"member","10–15 min","Wednesday",22,2284,12.2590241097544
"member","10–15 min","Wednesday",23,1097,12.2833757217117
"member","10–15 min","Thursday",0,491,12.2494134080386
"member","10–15 min","Thursday",1,199,12.3647642378232
"member","10–15 min","Thursday",2,112,12.2438358631517
"member","10–15 min","Thursday",3,112,12.440586012389
"member","10–15 min","Thursday",4,150,12.1531145556503
"member","10–15 min","Thursday",5,807,11.9523491945901
"member","10–15 min","Thursday",6,3073,12.1102736468351
"member","10–15 min","Thursday",7,6468,12.2097892315645
"member","10–15 min","Thursday",8,8182,12.2203620080346
"member","10–15 min","Thursday",9,4146,12.202675598992
"member","10–15 min","Thursday",10,2796,12.22034453382
"member","10–15 min","Thursday",11,3062,12.1909537720662
"member","10–15 min","Thursday",12,3798,12.1920982885637
"member","10–15 min","Thursday",13,3682,12.1487929476963
"member","10–15 min","Thursday",14,3790,12.2245240809242
"member","10–15 min","Thursday",15,5675,12.1894098825371
"member","10–15 min","Thursday",16,9743,12.2493189212756
"member","10–15 min","Thursday",17,12299,12.2484390383778
"member","10–15 min","Thursday",18,8680,12.2346982200332
"member","10–15 min","Thursday",19,5874,12.2652035807301
"member","10–15 min","Thursday",20,4262,12.2596510910455
"member","10–15 min","Thursday",21,3257,12.272389658136
"member","10–15 min","Thursday",22,2365,12.205419316396
"member","10–15 min","Thursday",23,1303,12.2890064722103
"member","10–15 min","Friday",0,695,12.309246067126
"member","10–15 min","Friday",1,330,12.1330950502916
"member","10–15 min","Friday",2,149,12.217352796401
"member","10–15 min","Friday",3,142,12.2022877934953
"member","10–15 min","Friday",4,204,12.1489419935575
"member","10–15 min","Friday",5,770,12.0837910606077
"member","10–15 min","Friday",6,2698,12.1068841363254
"member","10–15 min","Friday",7,4774,12.2026560117597
"member","10–15 min","Friday",8,5652,12.1461239059576
"member","10–15 min","Friday",9,3703,12.1915525970069
"member","10–15 min","Friday",10,2963,12.2316647767162
"member","10–15 min","Friday",11,3691,12.215622943214
"member","10–15 min","Friday",12,4290,12.1860861732437
"member","10–15 min","Friday",13,4644,12.172868170411
"member","10–15 min","Friday",14,5038,12.2312146949779
"member","10–15 min","Friday",15,6615,12.2218593247617
"member","10–15 min","Friday",16,8472,12.2510574087093
"member","10–15 min","Friday",17,9290,12.2608111284726
"member","10–15 min","Friday",18,7780,12.2400666045489
"member","10–15 min","Friday",19,5217,12.2441473579941
"member","10–15 min","Friday",20,3705,12.2701790823274
"member","10–15 min","Friday",21,2907,12.2377907808447
"member","10–15 min","Friday",22,2435,12.2559536892237
"member","10–15 min","Friday",23,1804,12.1746994179769
"member","10–15 min","Saturday",0,1320,12.2100348610288
"member","10–15 min","Saturday",1,879,12.1920190368089
"member","10–15 min","Saturday",2,480,12.2366337846551
"member","10–15 min","Saturday",3,292,12.3296136987264
"member","10–15 min","Saturday",4,170,12.1814320589748
"member","10–15 min","Saturday",5,382,12.3175350785776
"member","10–15 min","Saturday",6,906,12.3256544518023
"member","10–15 min","Saturday",7,1607,12.2576017320391
"member","10–15 min","Saturday",8,3066,12.2213657805831
"member","10–15 min","Saturday",9,4062,12.242148883934
"member","10–15 min","Saturday",10,5265,12.2491023298569
"member","10–15 min","Saturday",11,5853,12.2561887807316
"member","10–15 min","Saturday",12,6312,12.2812129621144
"member","10–15 min","Saturday",13,6386,12.2685150902821
"member","10–15 min","Saturday",14,6148,12.2987952667374
"member","10–15 min","Saturday",15,6153,12.272565835096
